"","importance","x_names"
"2620",-214647.527167367,"CDK2AP1..8099."
"15155",-214625.498409484,"TMEM129..92305."
"12289",-214599.857077664,"RFWD3..55159."
"6658",-214530.167991382,"HMGCR..3156."
"6862",-214479.36863547,"HTR2C..3358."
"16526",-214431.104159742,"WNT10B..7480."
"15109",-214347.976878831,"TMC8..147138."
"14663",-214273.832748019,"TASP1..55617."
"4526",-214262.991278639,"EIF1AX..1964."
"5864",-214257.751447251,"GINM1..116254."
"14633",-214245.659324051,"TARS..6897."
"5403",-214216.839907022,"FKRP..79147."
"3501",-214190.098503188,"CSN2..1447."
"2826",-214167.917382843,"CGNL1..84952."
"13049",-213964.686599195,"SEM1..7979."
"14128",-213964.529461591,"SPON2..10417."
"11046",-213931.977167226,"PLAT..5327."
"7147",-213918.529967206,"INA..9118."
"503",-213910.233438588,"AKR1B1..231."
"8150",-213903.530914702,"LIMS1..3987."
"12187",-213888.454628242,"RC3H1..149041."
"13878",-213760.121565177,"SND1..27044."
"7275",-213758.544191289,"IRX2..153572."
"9863",-213708.834923656,"NLRX1..79671."
"16755",-213663.77518811,"ZDHHC17..23390."
"4710",-213619.465278764,"EPCAM..4072."
"3050",-213563.418994743,"CLHC1..130162."
"748",-213541.757311881,"ANXA5..308."
"15495",-213532.508395824,"TOMM5..401505."
"7236",-213499.926119933,"IQCF5..389124."
"838",-213455.387335288,"APOL5..80831."
"10595",-213354.345007494,"PCDHGB7..56099."
"12853",-213349.168816872,"SAR1A..56681."
"4661",-213219.272254931,"ENDOU..8909."
"14852",-213200.322235154,"TERB2..145645."
"17177",-213183.863336285,"ZNF620..253639."
"11495",-213167.017412698,"PRG3..10394."
"354",-213086.25820744,"ADIRF..10974."
"16072",-213071.7191317,"UCN..7349."
"12361",-213071.665009779,"RHOT1..55288."
"2944",-213070.457870507,"CIAO2B..51647."
"3207",-212959.48429338,"COG5..10466."
"5382",-212948.603623834,"FIP1L1..81608."
"7562",-212910.518955242,"KDF1..126695."
"5646",-212860.447569305,"GABRB3..2562."
"16294",-212806.83282771,"VENTX..27287."
"9717",-212729.866036137,"NES..10763."
"9457",-212614.169308916,"MYOF..26509."
"11315",-212560.111940885,"PPAN..56342."
"9842",-212498.752842218,"NLGN2..57555."
"14634",-212486.265592521,"TARS2..80222."
"3462",-212413.57060627,"CRYBA1..1411."
"4222",-212397.789856198,"DOK7..285489."
"12108",-212395.959006232,"RASSF8..11228."
"13299",-212329.120770444,"SIGLEC15..284266."
"215",-212290.863405702,"ACTN2..88."
"520",-212181.85661121,"ALAS2..212."
"1795",-212175.225510435,"C1S..716."
"12587",-212108.642795105,"RPL18A..6142."
"2937",-212064.26001299,"CHTF18..63922."
"5603",-212006.807609353,"FYCO1..79443."
"16472",-211977.782112985,"WDR74..54663."
"2715",-211943.402128664,"CENPN..55839."
"5040",-211896.632512213,"FAM193A..8603."
"5157",-211831.729302364,"FANCD2OS..115795."
"460",-211824.181843371,"AIFM3..150209."
"10523",-211821.441537504,"PBX2..5089."
"10347",-211790.463900846,"OTULINL..54491."
"549",-211684.645587857,"ALG13..79868."
"3593",-211591.314307293,"CTSZ..1522."
"5244",-211564.392379764,"FBXO43..286151."
"3722",-211563.308020601,"CYP4A11..1579."
"2531",-211443.897173525,"CD96..10225."
"10827",-211416.964389181,"PGRMC1..10857."
"16272",-211408.077079149,"VASP..7408."
"14931",-211283.309441714,"TGFBR3L..100507588."
"305",-211282.291017835,"ADCY5..111."
"12904",-211237.673442079,"SCD5..79966."
"11371",-211078.756197639,"PPP1R12C..54776."
"4385",-211057.952574865,"DZANK1..55184."
"10297",-210998.08517179,"OS9..10956."
"10471",-210982.682070403,"PARD6B..84612."
"12457",-210931.390372539,"RNF122..79845."
"3326",-210928.360617193,"COX6A1..1337."
"15000",-210860.563799742,"TICAM2..353376."
"4282",-210855.445754231,"DRD5..1816."
"13987",-210752.806999186,"SOX2..6657."
"2204",-210685.813421448,"CBL..867."
"7385",-210681.430671926,"JKAMP..51528."
"361",-210672.375384,"ADO..84890."
"3784",-210660.762485847,"DBH..1621."
"3179",-210653.218953136,"CNTN1..1272."
"17267",-210639.588887051,"ZNF77..58492."
"9673",-210586.265818197,"NEBL..10529."
"10951",-210555.481277014,"PILRB..29990."
"15142",-210530.582835208,"TMEM115..11070."
"15800",-210473.019157334,"TSPAN6..7105."
"6490",-210316.963253547,"HEPN1..641654."
"4119",-210298.24528832,"DNAAF5..54919."
"16153",-210210.469930719,"UPRT..139596."
"14085",-210200.295226927,"SPEN..23013."
"8868",-210194.84018092,"MFRP..83552."
"16624",-210186.617689663,"YIPF3..25844."
"337",-210085.855244756,"ADGRL1..22859."
"5392",-210072.698233053,"FKBP1A..2280."
"15901",-209947.840547677,"TUBB2B..347733."
"14111",-209895.066678522,"SPINK8..646424."
"8466",-209835.240240225,"LZIC..84328."
"8520",-209829.43307306,"MAGEE1..57692."
"1114",-209798.663586076,"ASS1..445."
"11092",-209751.945032419,"PLEKHG3..26030."
"14717",-209745.658969541,"TBL3..10607."
"11096",-209697.563303182,"PLEKHG6..55200."
"7054",-209646.30432912,"IL15..3600."
"8032",-209589.412286877,"LCLAT1..253558."
"12873",-209568.711187107,"SAYSD1..55776."
"4024",-209552.303920247,"DHX35..60625."
"10123",-209524.920108514,"NUDT15..55270."
"14804",-209488.119037455,"TDP2..51567."
"10790",-209459.727896323,"PFKM..5213."
"3116",-209351.239008088,"CMTM3..123920."
"8630",-209348.26126745,"MAPRE2..10982."
"7230",-209348.243746992,"IQCC..55721."
"12166",-209337.476823607,"RBM8A..9939."
"5557",-209274.268085433,"FST..10468."
"1264",-209188.157718114,"ATXN1..6310."
"860",-209179.864375572,"AQP7..364."
"8945",-209174.124059419,"MIOX..55586."
"16149",-209130.97089367,"UPK3A..7380."
"8344",-209076.220893005,"LRRC72..100506049."
"14695",-209071.422125382,"TBC1D31..93594."
"16346",-209056.147271424,"VPS37B..79720."
"3576",-209056.020008509,"CTR9..9646."
"17340",-208944.976191702,"ZNRD1..30834."
"9281",-208944.421585348,"MTDH..92140."
"16509",-208886.431505707,"WHAMM..123720."
"15170",-208880.186583232,"TMEM143..55260."
"7816",-208860.01689215,"KPRP..448834."
"15173",-208751.242919842,"TMEM147..10430."
"6790",-208736.716674208,"HS3ST4..9951."
"1128",-208639.137435445,"ATAD5..79915."
"9679",-208613.093658312,"NECTIN1..5818."
"10231",-208607.276788173,"OGA..10724."
"3603",-208598.018747649,"CUEDC1..404093."
"10109",-208561.662462093,"NUBP2..10101."
"1510",-208550.395732786,"BMF..90427."
"8129",-208545.096065756,"LIF..3976."
"9087",-208535.360728524,"MPP2..4355."
"9232",-208498.933987488,"MS4A8..83661."
"16995",-208485.351060444,"ZNF33B..7582."
"15605",-208475.174304331,"TRAPPC3L..100128327."
"16898",-208444.928374021,"ZNF18..7566."
"10753",-208431.568112949,"PENK..5179."
"6534",-208420.42790367,"HID1..283987."
"6924",-208394.593580958,"IDNK..414328."
"16866",-208247.511830945,"ZNF106..64397."
"14015",-208246.065442764,"SPACA9..11092."
"14147",-208232.234785707,"SPRTN..83932."
"10492",-208200.15250839,"PARVB..29780."
"11756",-207963.514267346,"PTEN..5728."
"9957",-207895.977526446,"NPC2..10577."
"4186",-207890.346257647,"DND1..373863."
"8160",-207877.489844526,"LIN9..286826."
"6235",-207827.058675454,"GRIPAP1..56850."
"16409",-207824.54334287,"WASHC2C..253725."
"17011",-207807.476617359,"ZNF367..195828."
"5875",-207758.294667962,"GIT2..9815."
"16727",-207724.838426029,"ZC3H8..84524."
"14033",-207652.542840974,"SPATA12..353324."
"1828",-207612.110915246,"C1orf68..100129271."
"15287",-207521.221713188,"TMEM258..746."
"12686",-207514.33014981,"RRBP1..6238."
"3464",-207385.373954201,"CRYBA4..1413."
"3177",-207377.683830484,"CNTFR..1271."
"11412",-207359.75754752,"PPP2R2C..5522."
"15124",-207341.505031205,"TMED5..50999."
"15505",-207270.678475248,"TOP3B..8940."
"12384",-207249.992941678,"RIMS2..9699."
"1390",-207189.643158906,"BBX..56987."
"8271",-207134.949815144,"LRIT3..345193."
"1585",-207117.741517676,"BRINP3..339479."
"10761",-207097.869273375,"PET117..100303755."
"3192",-207093.844692083,"CNTROB..116840."
"10224",-207064.425044079,"ODF3..113746."
"3710",-207024.510087597,"CYP2F1..1572."
"13978",-206986.931683811,"SOX1..6656."
"7027",-206901.768066337,"IGSF6..10261."
"12607",-206894.488922736,"RPL36A..6173."
"13061",-206819.970426498,"SEMA4G..57715."
"8044",-206818.355441368,"LCOR..84458."
"3882",-206774.883701428,"DDX24..57062."
"13348",-206756.680211041,"SKIV2L..6499."
"9349",-206738.766075456,"MUCL1..118430."
"6608",-206735.368237294,"HIST3H3..8290."
"17189",-206722.658854693,"ZNF641..121274."
"11239",-206685.092823372,"POLK..51426."
"8183",-206637.76141263,"LLCFC1..135927."
"196",-206613.755619991,"ACSM6..142827."
"12043",-206597.095582965,"RANBP10..57610."
"9555",-206589.055682174,"NAXE..128240."
"7725",-206513.255117626,"KLHDC8B..200942."
"12995",-206490.482935649,"SDS..10993."
"13709",-206475.431609078,"SLC8A3..6547."
"12383",-206441.23488816,"RIMS1..22999."
"12619",-206423.342702985,"RPLP0..6175."
"14944",-206387.316123121,"TH..7054."
"956",-206374.394878544,"ARID3C..138715."
"13199",-206285.708206555,"SGMS1..259230."
"1776",-206278.932271209,"C1GALT1C1..29071."
"17185",-206240.158841257,"ZNF629..23361."
"8958",-206238.136048344,"MKLN1..4289."
"6047",-206229.506554171,"GOT2..2806."
"5675",-206221.937187013,"GALNT1..2589."
"16835",-206191.293943909,"ZIM3..114026."
"1311",-206190.279720238,"B3GAT1..27087."
"2866",-206167.266398226,"CHIC1..53344."
"15915",-205933.212046896,"TUFM..7284."
"745",-205924.043957713,"ANXA2R..389289."
"2462",-205908.751924425,"CD19..930."
"12688",-205885.247115021,"RRH..10692."
"9879",-205852.720995941,"NMNAT3..349565."
"12380",-205839.562820173,"RIMBP2..23504."
"6113",-205781.717602393,"GPR15..2838."
"17192",-205644.428450746,"ZNF648..127665."
"11106",-205559.215703271,"PLEKHO1..51177."
"11484",-205481.690873179,"PRELID1..27166."
"15199",-205480.096624983,"TMEM170B..100113407."
"509",-205468.567070851,"AKR1D1..6718."
"15407",-205457.001850908,"TNFAIP3..7128."
"10581",-205449.522335087,"PCDHGA11..56105."
"3900",-205402.399842896,"DDX52..11056."
"7137",-205383.121301482,"IMP3..55272."
"16022",-205346.184273373,"UBE2V2..7336."
"3996",-205298.315038982,"DHCR7..1717."
"12482",-205289.565461006,"RNF167..26001."
"2568",-205287.114935604,"CDC73..79577."
"5010",-205254.201853756,"FAM168B..130074."
"9091",-205232.593246629,"MPP6..51678."
"3230",-205025.215247015,"COL25A1..84570."
"3838",-204970.691292684,"DCTN1..1639."
"12060",-204948.794335222,"RAPGEF1..2889."
"8640",-204882.451155372,"MARK4..57787."
"15434",-204767.310558658,"TNFSF10..8743."
"3045",-204711.946164216,"CLEC6A..93978."
"16045",-204676.56861947,"UBQLN3..50613."
"12947",-204592.344009315,"SCNN1D..6339."
"8765",-204592.243295675,"MED13L..23389."
"17143",-204551.278622839,"ZNF576..79177."
"4851",-204535.13134552,"EVI2B..2124."
"7702",-204472.003736828,"KLF10..7071."
"10869",-204450.002499062,"PHLDA2..7262."
"16752",-204442.257570659,"ZDHHC14..79683."
"14487",-204430.422735274,"SVIL..6840."
"13764",-204396.674352488,"SLX4..84464."
"15729",-204353.335162849,"TRPA1..8989."
"4737",-204267.777386684,"EPO..2056."
"2628",-204255.436987731,"CDK5RAP2..55755."
"7255",-204243.946968965,"IREB2..3658."
"3226",-204237.809532375,"COL21A1..81578."
"14905",-204220.586419702,"TFDP2..7029."
"12623",-204205.169213119,"RPN2..6185."
"7732",-204194.755317448,"KLHL14..57565."
"10496",-204172.242389097,"PATE1..160065."
"3035",-204005.672867543,"CLEC3A..10143."
"12189",-203990.529080082,"RCAN1..1827."
"13623",-203918.510191355,"SLC40A1..30061."
"13216",-203907.581264418,"SH2D2A..9047."
"1642",-203901.070775132,"BUB1..699."
"5337",-203858.113513682,"FGF20..26281."
"15474",-203853.786967741,"TNRC6C..57690."
"2965",-203813.564866138,"CISD3..284106."
"11342",-203802.316582075,"PPIL1..51645."
"9405",-203782.495452787,"MYH6..4624."
"14397",-203778.447664251,"STT3B..201595."
"16818",-203753.864739452,"ZFYVE27..118813."
"14793",-203742.681731787,"TCTE3..6991."
"3451",-203699.81694854,"CRP..1401."
"7024",-203677.542101969,"IGSF23..147710."
"12188",-203663.170485267,"RC3H2..54542."
"10245",-203643.396502987,"OLAH..55301."
"11973",-203611.720787848,"RAB6B..51560."
"17041",-203608.385555088,"ZNF43..7594."
"5151",-203566.52374643,"FAM9C..171484."
"5353",-203547.93059736,"FGFR1OP2..26127."
"1812",-203537.927071652,"C1orf185..284546."
"3188",-203533.659714008,"CNTNAP3B..728577."
"7386",-203450.891414381,"JMJD1C..221037."
"4141",-203422.348730961,"DNAJB14..79982."
"2003",-203058.520054145,"CAB39..51719."
"5014",-203034.677704779,"FAM170B..170370."
"16716",-202925.531232511,"ZC3H12B..340554."
"10212",-202853.374958142,"OCIAD2..132299."
"13262",-202843.568710752,"SHISA3..152573."
"13604",-202770.041614019,"SLC38A7..55238."
"9730",-202759.990033431,"NEUROD2..4761."
"15711",-202718.561408858,"TRMT12..55039."
"4169",-202696.21507936,"DNAJC4..3338."
"7475",-202695.624376589,"KCNH4..23415."
"3738",-202692.757012417,"CYREN..78996."
"3107",-202640.450444869,"CMC1..152100."
"10622",-202606.411346415,"PCNX3..399909."
"8608",-202599.700674176,"MAPK1..5594."
"12208",-202529.818184622,"RCVRN..5957."
"10858",-202491.705737092,"PHF6..84295."
"5688",-202473.777951087,"GALNT5..11227."
"12103",-202449.657654495,"RASSF3..283349."
"7406",-202422.820289373,"JUP..3728."
"7831",-202386.074199162,"KRT15..3866."
"2470",-202356.506026917,"CD200R1L..344807."
"4970",-202356.128449713,"FAM124A..220108."
"9856",-202350.891018963,"NLRP3..114548."
"3555",-202305.397414225,"CTDSP2..10106."
"2388",-202232.786712056,"CCL26..10344."
"4773",-202220.033785195,"ERG..2078."
"4433",-202214.929938299,"EDC3..80153."
"12574",-202147.505686066,"RPH3A..22895."
"13879",-202085.227206052,"SNED1..25992."
"10133",-202001.868677157,"NUDT6..11162."
"16078",-201926.403552605,"UEVLD..55293."
"9549",-201918.887355468,"NAT8L..339983."
"14220",-201903.457593096,"SRSF11..9295."
"1394",-201886.019151429,"BCAP31..10134."
"7468",-201852.64470568,"KCNG1..3755."
"2563",-201826.632989496,"CDC42SE2..56990."
"1618",-201823.727995293,"BTBD6..90135."
"2206",-201801.238707519,"CBLC..23624."
"3388",-201789.200762191,"CPT1C..126129."
"8040",-201772.144640549,"LCN6..158062."
"8312",-201757.716015419,"LRRC34..151827."
"1215",-201729.28814232,"ATP5MPL..9556."
"13345",-201682.310127245,"SKI..6497."
"9115",-201675.233190055,"MRGBP..55257."
"12683",-201581.111021883,"RRAGD..58528."
"374",-201507.629345311,"ADRA2B..151."
"8004",-201468.977138018,"LARS2..23395."
"5745",-201461.032045583,"GBP4..115361."
"6805",-201453.70456474,"HSD17B12..51144."
"12618",-201418.885025007,"RPL8..6132."
"2665",-201412.943138632,"CDX2..1045."
"16232",-201397.535098543,"USP9X..8239."
"5653",-201385.452040884,"GABRQ..55879."
"14952",-201343.594392545,"THAP4..51078."
"2675",-201332.321427525,"CEACAM5..1048."
"13592",-201271.605027797,"SLC36A3..285641."
"15671",-201186.56319656,"TRIM54..57159."
"16598",-201128.031287348,"XRCC5..7520."
"751",-201116.002256813,"ANXA9..8416."
"6478",-201092.502949432,"HELLS..3070."
"11134",-201080.375021641,"PLPP7..84814."
"5476",-201014.95647243,"FOXD2..2306."
"11413",-200976.683374397,"PPP2R3A..5523."
"4493",-200975.423371877,"EFR3A..23167."
"7243",-200902.963025664,"IQGAP1..8826."
"5039",-200876.369133975,"FAM192A..80011."
"9363",-200819.922933088,"MVP..9961."
"8292",-200805.269163554,"LRRC10B..390205."
"11978",-200799.952403781,"RAB9B..51209."
"3989",-200796.170125447,"DGKH..160851."
"1927",-200776.289613869,"C6orf132..647024."
"3521",-200760.910846815,"CSRP3..8048."
"6026",-200693.183918627,"GOLGA4..2803."
"10511",-200652.962168668,"PAX7..5081."
"5894",-200641.281838572,"GJD3..125111."
"3115",-200608.216376999,"CMTM2..146225."
"1176",-200573.098804215,"ATP12A..479."
"3412",-200559.169930961,"CREB3..10488."
"12600",-200437.967496287,"RPL3..6122."
"11283",-200422.624838737,"POP1..10940."
"10355",-200394.327093815,"OXCT1..5019."
"6092",-200355.364854729,"GPN2..54707."
"13654",-200310.695755732,"SLC4A8..9498."
"11836",-200297.156973619,"PTTG1..9232."
"11970",-200262.037855116,"RAB5C..5878."
"9261",-200261.191140252,"MST1R..4486."
"6882",-200240.848067687,"HYAL1..3373."
"8207",-200235.478667199,"LMO4..8543."
"12093",-200191.147763872,"RASGRP3..25780."
"15567",-200154.870102727,"TPSG1..25823."
"11544",-200147.29406194,"PRMT2..3275."
"17240",-200068.871780714,"ZNF711..7552."
"3791",-200063.73634262,"DBR1..51163."
"7041",-200039.88222101,"IKZF5..64376."
"7175",-199967.883423952,"INPP5A..3632."
"5066",-199924.069440162,"FAM214A..56204."
"13479",-199854.026232876,"SLC25A29..123096."
"6308",-199820.548510923,"GTF2IRD1..9569."
"3253",-199792.578313808,"COL9A2..1298."
"15283",-199776.172213897,"TMEM254..80195."
"10310",-199760.3910205,"OSCAR..126014."
"654",-199740.083572557,"ANKDD1A..348094."
"11357",-199684.707153534,"PPM1J..333926."
"17174",-199635.065615988,"ZNF616..90317."
"3859",-199610.675354534,"DDHD2..23259."
"9583",-199490.083925561,"NCK2..8440."
"15230",-199468.283554481,"TMEM200B..399474."
"15461",-199428.476284091,"TNNI3K..51086."
"7980",-199346.124010004,"LAMP2..3920."
"7850",-199337.430257286,"KRT36..8689."
"9152",-199208.814640107,"MRPL27..51264."
"6890",-199185.636350129,"HYOU1..10525."
"9990",-199076.890956023,"NPY..4852."
"640",-198959.533445283,"ANGPT4..51378."
"1035",-198940.313229157,"ARRDC5..645432."
"15489",-198938.37523933,"TOMM20..9804."
"9419",-198907.794467717,"MYL6B..140465."
"7194",-198856.094281335,"INSYN1..388135."
"7455",-198838.600581042,"KCNB2..9312."
"10968",-198770.792285202,"PIP5K1B..8395."
"4938",-198756.603239483,"FAF2..23197."
"13785",-198712.642494414,"SMARCD1..6602."
"15095",-198707.456740201,"TM9SF2..9375."
"13472",-198666.565514871,"SLC25A22..79751."
"13600",-198665.51025072,"SLC38A2..54407."
"573",-198665.239800637,"ALOX15..246."
"1643",-198653.223138304,"BUB1B..701."
"7540",-198620.092209291,"KCTD13..253980."
"13773",-198611.411799901,"SMAGP..57228."
"5592",-198576.491982526,"FXR1..8087."
"2351",-198500.009800767,"CCDC85C..317762."
"1846",-198443.533290592,"C22orf23..84645."
"14211",-198423.014979576,"SRR..63826."
"12379",-198388.149360222,"RILPL2..196383."
"1641",-198371.580349794,"BTRC..8945."
"13028",-198369.89424267,"SECTM1..6398."
"8465",-198328.553135544,"LYZL6..57151."
"15881",-198261.299557245,"TTLL7..79739."
"7790",-198251.699406053,"KLRG2..346689."
"11824",-198189.334186598,"PTPRN..5798."
"1660",-198062.013962515,"C10orf82..143379."
"3410",-197967.82359589,"CRCT1..54544."
"9118",-197961.701277289,"MRGPRF..116535."
"13790",-197959.571385356,"SMC1B..27127."
"12972",-197927.144915371,"SDC3..9672."
"14436",-197809.092916919,"SUGP2..10147."
"10166",-197788.036409989,"NUPL2..11097."
"17126",-197780.977514481,"ZNF560..147741."
"9518",-197779.905888921,"NAIF1..203245."
"131",-197693.576980823,"ACAP3..116983."
"7963",-197682.649751372,"LAGE3..8270."
"12089",-197661.4009423,"RASGRF1..5923."
"876",-197652.631582333,"ARF5..381."
"17172",-197641.323878152,"ZNF614..80110."
"15442",-197635.554896003,"TNFSF4..7292."
"12996",-197621.867277998,"SDSL..113675."
"11860",-197597.607885799,"PWWP2A..114825."
"13591",-197583.208171278,"SLC36A2..153201."
"4978",-197467.929372685,"FAM131B..9715."
"7715",-197402.46228274,"KLF7..8609."
"17303",-197402.020807073,"ZNF821..55565."
"6610",-197384.438126479,"HIVEP1..3096."
"9449",-197327.664278414,"MYO6..4646."
"8753",-197278.637326059,"ME3..10873."
"5910",-197268.623697639,"GLDN..342035."
"889",-197205.569145896,"ARGFX..503582."
"2059",-197143.374973581,"CALCOCO1..57658."
"11068",-197110.884604219,"PLCZ1..89869."
"10953",-197103.345928836,"PIM2..11040."
"4476",-197081.825164481,"EFCC1..79825."
"2306",-197061.410184975,"CCDC27..148870."
"9255",-197044.89961768,"MSRA..4482."
"14687",-197009.408085603,"TBC1D22B..55633."
"6570",-196938.37947577,"HIST1H2AM..8336."
"2740",-196905.698806696,"CEP290..80184."
"42",-196902.140863841,"ABCA8..10351."
"2277",-196838.796218377,"CCDC159..126075."
"9955",-196822.918450317,"NPC1..4864."
"1717",-196817.143709742,"C15orf61..145853."
"10931",-196793.848098161,"PIH1D1..55011."
"5041",-196791.237524475,"FAM193B..54540."
"5396",-196788.597478095,"FKBP4..2288."
"12438",-196766.340514224,"RNASEH2A..10535."
"690",-196752.811518704,"ANKRD33..341405."
"8107",-196750.835395413,"LGMN..5641."
